Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
25912-BIH,Male,35,No,Bihar,7,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.0,143.65,0.0,0,97.32,240.97,Churned,Attitude,Attitude of support person,1.0
51140-ASS,Male,80,Yes,Assam,9,4,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,29.68,98.93,Churned,Attitude,Attitude of support person,1.0
36312-MAH,Male,22,Yes,Maharashtra,4,10,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,1048.85,0.0,0,402.2,1451.05,Churned,Competitor,Competitor had better devices,1.0
59659-RAJ,Male,74,No,Rajasthan,8,25,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,Churned,Attitude,Attitude of service provider,1.0
83811-KAR,Female,44,No,Karnataka,2,35,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,167.5,0.0,0,37.58,205.08,Churned,Other,Don't know,1.0
52216-BIH,Male,27,No,Bihar,11,33,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.45,370.65,0.0,0,196.56,567.21,Churned,Other,Don't know,1.0
81710-TAM,Male,73,No,Tamil Nadu,7,2,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.35,780.5,0.0,0,351.84,1132.34,Churned,Attitude,Attitude of support person,1.0
47692-ODI,Male,76,Yes,Odisha,10,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.85,156.4,0.0,0,90.82,247.22,Churned,Competitor,Competitor made better offer,1.0
21544-BIH,Male,56,Yes,Bihar,3,16,,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,48.75,442.2,0.0,10,0.0,452.2,Churned,Price,Lack of affordable download/upload speed,1.0
16274-JAM,Male,23,Yes,Jammu & Kashmir,14,1,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.3,25.3,0.0,10,0.0,35.3,Churned,Competitor,Competitor made better offer,1.0
28237-JHA,Female,52,No,Jharkhand,7,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,199.85,0.0,0,104.28,304.13,Joined,,,1.0
21642-TEL,Male,60,Yes,Telangana,12,29,,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,0.0,0,33.21,87.71,Joined,,,1.0
52627-WES,Female,61,No,West Bengal,14,8,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,0.0,0,301.0,1114.85,Churned,Competitor,Competitor offered more data,1.0
43991-TAM,Female,52,No,Tamil Nadu,6,25,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18,Churned,Competitor,Competitor made better offer,1.0
46081-TAM,Male,41,Yes,Tamil Nadu,14,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0.0,0,42.34,87.49,Joined,,,1.0
33437-MAD,Female,34,No,Madhya Pradesh,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,28.7,98.35,Churned,Dissatisfaction,Network reliability,1.0
52413-KER,Male,65,Yes,Kerala,3,17,Deal 5,No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.15,132.2,0.0,0,0.0,132.2,Churned,Price,Long distance charges,1.0
68315-TAM,Male,25,Yes,Tamil Nadu,1,30,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0.0,0,7.15,97.7,Churned,Dissatisfaction,Product dissatisfaction,1.0
96068-UTT,Male,47,No,Uttarakhand,10,15,Deal 5,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.95,229.4,0.0,0,0.0,229.4,Stayed,,,1.0
35004-RAJ,Male,28,No,Rajasthan,4,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,Churned,Competitor,Competitor made better offer,1.0
16528-PUN,Male,29,No,Punjab,12,34,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,396.3,0.0,0,22.52,418.82,Churned,Competitor,Competitor made better offer,1.0
31294-KAR,Male,50,Yes,Karnataka,15,33,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,0.0,0,41.79,91.54,Joined,,,1.0
73510-DEL,Female,47,Yes,Delhi,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.0,184.65,0.0,0,82.36,267.01,Churned,Competitor,Competitor made better offer,1.0
72912-TEL,Female,50,Yes,Telangana,15,16,Deal 4,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0.0,0,245.96,1233.91,Churned,Competitor,Competitor had better devices,1.0
33621-MAD,Female,42,No,Madhya Pradesh,13,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,155.65,Joined,,,1.0
63117-BIH,Female,51,No,Bihar,1,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,377.85,0.0,0,231.0,608.85,Stayed,,,1.0
53044-ODI,Female,26,Yes,Odisha,1,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,455.5,0.0,0,7.45,462.95,Churned,Competitor,Competitor offered more data,1.0
37230-TEL,Female,19,No,Telangana,10,9,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65.0,239.63,Stayed,,,1.0
64439-UTT,Female,19,No,Uttar Pradesh,13,5,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,301.4,0.0,0,194.56,495.96,Churned,Dissatisfaction,Product dissatisfaction,1.0
77911-TEL,Female,20,No,Telangana,5,8,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,23.6,89.05,0.0,0,42.3,131.35,Joined,,,1.0
15302-TAM,Female,44,Yes,Tamil Nadu,1,33,Deal 5,No,,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,50.95,307.6,0.0,0,0.0,307.6,Stayed,,,1.0
36369-MAH,Male,54,No,Maharashtra,10,13,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0.0,0,65.88,790.53,Stayed,,,1.0
54718-MAH,Male,28,No,Maharashtra,11,32,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,Stayed,,,1.0
77658-AND,Male,44,No,Andhra Pradesh,0,4,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0.0,0,0.0,24.4,Joined,,,1.0
31589-MAD,Female,32,No,Madhya Pradesh,8,14,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,47.8,92.45,0.0,0,27.46,119.91,Churned,Attitude,Attitude of support person,1.0
13123-BIH,Female,46,No,Bihar,13,18,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0.0,10,45.12,253.62,Joined,,,1.0
86963-WES,Male,28,No,West Bengal,10,34,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85,0.0,0,80.13,288.98,Churned,Competitor,Competitor had better devices,1.0
55971-UTT,Female,58,Yes,Uttar Pradesh,10,17,Deal 5,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0.0,0,0.0,99.75,Churned,Attitude,Attitude of support person,1.0
51751-KER,Female,62,No,Kerala,9,25,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,123.8,0.0,0,67.5,191.3,Joined,,,1.0
46518-MAH,Male,74,No,Maharashtra,0,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,Churned,Competitor,Competitor made better offer,1.0
25566-BIH,Female,28,Yes,Bihar,13,16,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0.0,0,140.36,295.71,Stayed,,,1.0
76419-KAR,Male,46,Yes,Karnataka,14,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0.0,0,8.91,282.11,Joined,,,1.0
73698-TAM,Female,81,No,Tamil Nadu,8,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,Churned,Competitor,Competitor made better offer,1.0
16741-UTT,Female,34,Yes,Uttar Pradesh,15,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.45,480.75,0.0,0,126.7,607.45,Churned,Competitor,Competitor had better devices,1.0
39332-TEL,Female,44,Yes,Telangana,6,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48,Joined,,,1.0
49304-KAR,Female,32,Yes,Karnataka,6,33,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0.0,0,3.97,53.77,Joined,,,1.0
16522-JAM,Male,80,Yes,Jammu & Kashmir,2,12,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0.0,0,262.68,1462.83,Churned,Competitor,Competitor made better offer,1.0
31129-AND,Male,68,No,Andhra Pradesh,15,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,0.0,10,14.42,94.77,Joined,,,1.0
82561-CHH,Female,64,No,Chhattisgarh,1,23,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65,321.65,0.0,10,173.28,504.93,Churned,Competitor,Competitor had better devices,1.0
61054-ASS,Male,69,Yes,Assam,1,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,79.15,0.0,0,24.48,103.63,Churned,Competitor,Competitor had better devices,1.0
88924-HAR,Female,70,No,Haryana,14,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.65,633.3,0.0,0,390.8,1024.1,Churned,Competitor,Competitor made better offer,1.0
99475-KAR,Male,22,Yes,Karnataka,11,11,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,0.0,0,37.22,143.42,Joined,,,1.0
66239-PUN,Female,76,Yes,Punjab,9,25,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,Churned,Competitor,Competitor had better devices,1.0
74594-TEL,Male,24,No,Telangana,9,12,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,84.65,84.65,0.0,40,22.3,146.95,Churned,Dissatisfaction,Lack of self-service on Website,1.0
44775-GUJ,Female,58,Yes,Gujarat,10,1,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0.0,20,0.0,438.8,Churned,Competitor,Competitor had better devices,1.0
92228-BIH,Female,22,Yes,Bihar,10,9,,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,25.15,0.0,0,0.0,25.15,Joined,,,1.0
76561-RAJ,Male,49,No,Rajasthan,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,145.15,0.0,0,15.28,160.43,Churned,Competitor,Competitor made better offer,1.0
41677-DEL,Male,60,Yes,Delhi,5,6,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.25,512.45,0.0,0,160.6,673.05,Churned,Competitor,Competitor made better offer,1.0
47613-AND,Male,48,No,Andhra Pradesh,10,9,Deal 5,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.3,324.25,0.0,0,11.16,335.41,Churned,Competitor,Competitor made better offer,1.0
35267-ODI,Female,26,Yes,Odisha,6,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,0.0,0,34.14,357.59,Stayed,,,1.0
28581-JAM,Male,25,No,Jammu & Kashmir,12,3,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,Churned,Competitor,Competitor made better offer,1.0
11799-TAM,Male,33,No,Tamil Nadu,9,20,,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,0.0,45.3,Churned,Competitor,Competitor had better devices,1.0
27692-GUJ,Female,40,No,Gujarat,6,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9,147.15,0.0,0,76.56,223.71,Churned,Price,Long distance charges,1.0
53134-UTT,Male,69,No,Uttar Pradesh,4,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,Churned,Competitor,Competitor had better devices,1.0
37131-MAH,Male,52,No,Maharashtra,6,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0.0,0,16.64,105.89,Joined,,,1.0
95331-UTT,Male,76,Yes,Uttarakhand,11,25,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,Churned,Competitor,Competitor had better devices,1.0
92130-BIH,Male,78,Yes,Bihar,13,18,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,Churned,Price,Extra data charges,1.0
56658-ASS,Female,26,No,Assam,12,29,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,123.65,0.0,0,146.52,270.17,Churned,Price,Lack of affordable download/upload speed,1.0
17597-HAR,Female,33,Yes,Haryana,2,6,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.85,29.85,0.0,0,0.0,29.85,Joined,,,1.0
32447-HAR,Female,38,Yes,Haryana,13,18,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,46.3,0.0,0,48.22,94.52,Churned,Price,Extra data charges,1.0
36574-WES,Female,51,Yes,West Bengal,7,26,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0.0,0,14.48,90.28,Churned,Competitor,Competitor had better devices,1.0
94341-JHA,Male,21,Yes,Jharkhand,9,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,151.8,0.0,0,41.0,192.8,Churned,Competitor,Competitor had better devices,1.0
63303-TAM,Male,25,No,Tamil Nadu,10,28,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.75,871.4,0.0,0,179.52,1050.92,Churned,Attitude,Attitude of support person,1.0
75841-TAM,Female,51,Yes,Tamil Nadu,2,28,,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,26.35,378.6,0.0,0,119.4,498.0,Stayed,,,1.0
59386-JAM,Female,28,No,Jammu & Kashmir,1,13,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0.0,0,0.0,97.1,Churned,Competitor,Competitor made better offer,1.0
96244-AND,Male,31,Yes,Andhra Pradesh,0,36,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.9,49.9,0.0,0,39.6,89.5,Churned,Price,Extra data charges,1.0
73264-BIH,Female,49,Yes,Bihar,2,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,837.95,0.0,0,171.6,1009.55,Churned,Dissatisfaction,Network reliability,1.0
18027-UTT,Female,58,Yes,Uttar Pradesh,15,30,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,33.7,0.0,0,7.64,41.34,Joined,,,1.0
21572-ASS,Female,60,No,Assam,3,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,522.95,0.0,0,182.63,705.58,Churned,Attitude,Attitude of support person,1.0
33124-TAM,Female,53,No,Tamil Nadu,15,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,10.08,79.28,Churned,Dissatisfaction,Poor expertise of online support,1.0
15757-HAR,Female,41,No,Haryana,6,23,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.15,44.15,0.0,0,8.77,52.92,Churned,Other,Don't know,1.0
91824-DEL,Female,22,Yes,Delhi,7,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,14.19,83.79,Churned,Competitor,Competitor made better offer,1.0
13035-KAR,Female,80,Yes,Karnataka,2,33,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-4.0,1614.7,0.0,0,65.11,1679.81,Stayed,,,1.0
58784-ASS,Female,80,Yes,Assam,2,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,Churned,Competitor,Competitor made better offer,1.0
83919-PUN,Female,61,Yes,Punjab,0,36,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385.0,0.0,0,57.7,442.7,Churned,Competitor,Competitor had better devices,1.0
28398-TEL,Male,59,Yes,Telangana,3,23,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0,25.99,45.99,Joined,,,1.0
59594-TAM,Male,50,Yes,Tamil Nadu,0,27,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,68.6,1108.6,0.0,90,362.55,1561.15,Stayed,,,1.0
38577-BIH,Female,30,Yes,Bihar,6,36,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,90.05,0.0,0,61.74,151.79,Joined,,,1.0
89663-BIH,Male,38,Yes,Bihar,6,4,,No,,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,40.1,40.1,0.0,10,0.0,50.1,Churned,Attitude,Attitude of support person,1.0
41017-MAH,Female,52,No,Maharashtra,12,1,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,0.0,0,30.8,445.85,Churned,Dissatisfaction,Product dissatisfaction,1.0
83736-UTT,Male,43,Yes,Uttar Pradesh,1,25,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,45.35,0.0,0,12.46,57.81,Joined,,,1.0
45330-MAH,Female,58,Yes,Maharashtra,14,22,,No,,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,438.25,0.0,90,0.0,528.25,Churned,Competitor,Competitor offered more data,1.0
51123-HAR,Female,28,Yes,Haryana,4,7,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15,0.0,20,11.7,175.85,Churned,Competitor,Competitor had better devices,1.0
88933-TAM,Male,38,No,Tamil Nadu,8,21,,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.45,50.45,0.0,0,28.25,78.7,Churned,Competitor,Competitor made better offer,1.0
45307-MAD,Female,73,Yes,Madhya Pradesh,5,9,,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,Churned,Dissatisfaction,Limited range of services,1.0
99127-JAM,Female,35,No,Jammu & Kashmir,8,5,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,305.55,0.0,0,123.8,429.35,Churned,Competitor,Competitor made better offer,1.0
61331-UTT,Male,36,Yes,Uttarakhand,2,10,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,0.0,0,45.77,96.52,Joined,,,1.0
59258-TEL,Male,48,Yes,Telangana,12,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0.0,0,204.48,1550.23,Stayed,,,1.0
56821-MAH,Female,39,No,Maharashtra,3,1,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,100.4,0.0,0,0.0,100.4,Churned,Competitor,Competitor had better devices,1.0
23078-UTT,Female,57,Yes,Uttar Pradesh,3,24,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,0.0,0,6.64,26.94,Joined,,,1.0
82326-ODI,Female,27,Yes,Odisha,4,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,166.3,0.0,0,82.74,249.04,Churned,Competitor,Competitor made better offer,1.0
53350-TEL,Male,37,Yes,Telangana,6,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,217.45,0.0,0,20.91,238.36,Joined,,,1.0
19665-JAM,Male,38,No,Jammu & Kashmir,1,3,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-9.0,45.8,0.0,10,22.11,77.91,Churned,Competitor,Competitor made better offer,1.0
24721-MAH,Female,61,No,Maharashtra,2,1,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,Churned,Price,Long distance charges,1.0
43274-WES,Male,53,No,West Bengal,9,23,Deal 5,No,,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,44.65,44.65,0.0,0,0.0,44.65,Churned,Competitor,Competitor had better devices,1.0
25097-MAH,Male,31,No,Maharashtra,8,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0.0,0,77.02,273.92,Churned,Competitor,Competitor made better offer,1.0
97045-UTT,Female,36,No,Uttar Pradesh,9,27,Deal 5,No,,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.05,129.6,0.0,0,0.0,129.6,Stayed,,,1.0
35016-ODI,Male,49,Yes,Odisha,15,1,Deal 5,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,35.9,0.0,0,0.0,35.9,Churned,Competitor,Competitor offered higher download speeds,1.0
43067-KAR,Male,33,Yes,Karnataka,9,19,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,220.75,0.0,0,120.28,341.03,Stayed,,,1.0
